 4.36, 3.29, 0.00,-0.000
 3.91, 3.29, 0.00,0.000
 4.03, 3.29,-0.10,-0.000
 3.95, 3.29, 0.00,0.000
 3.93, 3.29, 0.00,0.000
 3.91, 3.29, 0.00,0.000
 3.90, 3.29, 0.00,0.000
 3.97, 3.29,-0.10,-0.000
 3.97, 3.29, 0.00,0.000
 3.88, 3.30,-0.10,0.000
 4.00, 3.29, 0.00,0.000
 3.86, 3.30, 0.00,0.000
 3.86, 3.29, 0.00,0.000
 3.92, 3.30, 0.00,-0.000
 3.85, 3.30, 0.00,0.000
 3.80, 3.29, 0.00,0.000
 3.95, 3.29, 0.00,0.000
 3.83, 3.29,-0.10,0.000
 3.83, 3.29,-0.10,-0.000
 3.85, 3.29, 0.00,0.000
 3.84, 3.30, 0.00,0.000
 3.80, 3.29,-0.10,0.000
 3.79, 3.29, 0.00,0.000
 3.88, 3.30,-0.10,0.000
 3.86, 3.29, 0.00,0.000
 3.73, 3.29, 0.00,0.000
 3.77, 3.29, 0.00,0.000
 3.76, 3.30, 0.00,0.000
 3.77, 3.29, 0.00,-0.000
 3.83, 3.29, 0.00,0.000
 3.72, 3.29, 0.00,-0.000
 3.75, 3.29, 0.00,-0.000
 3.77, 3.30, 0.00,0.000
 3.75, 3.29, 0.00,0.000
 3.76, 3.29, 0.00,0.000
 3.78, 3.29,-0.10,0.000
 3.74, 3.29, 0.00,0.000
 3.78, 3.30, 0.00,0.000
 3.74, 3.29, 0.00,0.000
 3.75, 3.29, 0.00,0.000
 3.73, 3.30, 0.00,0.000
 3.74, 3.29, 0.00,0.000
 3.73, 3.29, 0.10,0.000
 3.78, 3.29, 0.00,0.000
 3.71, 3.29, 0.00,0.000
 3.74, 3.30, 0.00,0.000
 3.69, 3.29, 0.00,0.000
 3.73, 3.29, 0.00,0.000
 3.75, 3.29, 0.00,-0.000
 3.69, 3.29,-0.10,-0.000
 3.78, 3.29, 0.00,0.000
 3.71, 3.29, 0.00,0.000
 3.79, 3.30, 0.00,0.000
 3.71, 3.29,-0.10,-0.000
 3.72, 3.30, 0.00,0.000
 3.70, 3.29, 0.00,-0.000
 3.71, 3.30, 0.00,0.000
 3.80, 3.29, 0.00,0.000
 3.72, 3.29, 0.00,0.000
 3.70, 3.30, 0.00,0.000
 3.69, 3.29,-0.10,-0.000
 3.71, 3.29, 0.00,0.000
 3.69, 3.30,-0.10,-0.000
 3.69, 3.29, 0.00,0.000
 3.70, 3.30, 0.00,-0.000
 3.69, 3.29, 0.00,0.000
 3.70, 3.29,-0.10,-0.000
 3.68, 3.30, 0.00,0.000
 3.68, 3.29, 0.00,0.000
 3.68, 3.30, 0.00,0.000
 3.69, 3.30, 0.00,0.000
 3.68, 3.29, 0.00,0.000
 3.67, 3.29, 0.00,0.000
 3.67, 3.29, 0.00,0.000
 3.67, 3.29, 0.00,0.000
 3.68, 3.30, 0.00,-0.000
 3.68, 3.29,-0.10,-0.000
 3.66, 3.30, 0.00,0.000
 3.68, 3.30, 0.00,0.000
 3.66, 3.30, 0.00,0.000
 3.66, 3.30, 0.00,0.000
 3.72, 3.30,-0.10,0.000
 3.76, 3.30,-0.10,-0.000
 3.66, 3.29, 0.00,0.000
 3.66, 3.29, 0.00,0.000
 3.62, 3.29,-0.10,-0.000
 3.75, 3.30,-0.10,0.000
 3.66, 3.30, 0.00,0.000
 3.66, 3.29, 0.00,-0.000
 3.64, 3.29, 0.00,0.000
 3.73, 3.30, 0.00,-0.000
 3.62, 3.29, 0.00,0.000
 3.70, 3.30, 0.00,0.000
 3.63, 3.29, 0.00,0.000
 3.68, 3.29,-0.10,-0.000
 3.63, 3.30, 0.00,0.000
 3.63, 3.29, 0.00,0.000
 3.63, 3.30, 0.00,0.000
 3.68, 3.29, 0.00,0.000
 3.74, 3.29, 0.00,0.000
 3.64, 3.29,-0.10,-0.000
 3.59, 3.29, 0.00,0.000
 3.65, 3.30, 0.00,0.000
 3.64, 3.30, 0.00,-0.000
 3.66, 3.29, 0.00,0.000
 3.61, 3.29,-0.10,0.000
 3.62, 3.29, 0.00,0.000
 3.66, 3.30,-0.10,-0.000
 3.66, 3.29, 0.00,0.000
 3.67, 3.29,-0.10,0.000
 3.66, 3.30, 0.00,0.000
 3.61, 3.29, 0.00,0.000
 3.60, 3.30, 0.00,0.000
 3.64, 3.30, 0.00,-0.000
 3.65, 3.29,-0.10,-0.000
 3.56, 3.30,-0.10,0.000
 3.61, 3.30, 0.00,0.000
 3.66, 3.29,-0.10,-0.000
 3.55, 3.29, 0.00,0.000
 3.59, 3.29, 0.00,0.000
 3.57, 3.29, 0.00,0.000
 3.64, 3.30, 0.00,0.000
 3.60, 3.30, 0.00,-0.000
 3.64, 3.29, 0.00,0.000
 3.61, 3.30, 0.00,0.000
 3.55, 3.30, 0.00,0.000
 3.58, 3.30, 0.00,0.000
 3.59, 3.29, 0.00,0.000
 3.64, 3.30, 0.00,-0.000
 3.58, 3.29, 0.00,0.000
 3.68, 3.30,-0.10,-0.000
 3.55, 3.29,-0.10,-0.000
 3.60, 3.29, 0.00,0.000
 3.63, 3.30, 0.00,0.000
 3.58, 3.29, 0.00,0.000
 3.59, 3.29, 0.00,-0.000
 3.56, 3.29, 0.00,0.000
 3.63, 3.29, 0.00,-0.000
 3.57, 3.30, 0.00,0.000
 3.59, 3.30, 0.00,0.000
 3.58, 3.30, 0.00,-0.000
 3.59, 3.29, 0.00,0.000
 3.57, 3.29, 0.00,-0.000
 3.57, 3.29, 0.00,-0.000
 3.57, 3.29,-0.10,0.000
 3.56, 3.29, 0.00,0.000
 3.61, 3.29, 0.00,0.000
 3.56, 3.29,-0.10,0.000
 3.65, 3.29, 0.00,-0.000
 3.64, 3.30, 0.00,0.000
 3.60, 3.30, 0.00,-0.000
 3.52, 3.29, 0.00,0.000
 3.56, 3.29,-0.10,-0.000
 3.57, 3.30, 0.00,0.000
 3.56, 3.30, 0.00,0.000
 3.59, 3.29, 0.00,-0.000
 3.63, 3.29,-0.10,-0.000
 3.61, 3.30, 0.00,0.000
 3.59, 3.29, 0.00,-0.000
 3.52, 3.30,-0.10,-0.000
 3.55, 3.29,-0.10,-0.000
 3.55, 3.30,-0.10,0.000
 3.54, 3.29, 0.00,0.000
 3.54, 3.29, 0.00,0.000
 3.56, 3.29, 0.00,0.000
 3.59, 3.29,-0.10,-0.000
 3.54, 3.30, 0.00,0.000
 3.59, 3.29, 0.00,0.000
 3.54, 3.29, 0.00,0.000
 3.59, 3.29, 0.00,0.000
 3.54, 3.29, 0.00,-0.000
 3.52, 3.29,-0.10,-0.000
 3.57, 3.29,-0.10,-0.000
 3.53, 3.29, 0.00,-0.000
 3.54, 3.29, 0.00,0.000
 3.52, 3.29, 0.00,0.000
 3.61, 3.30, 0.00,0.000
 3.52, 3.29,-0.10,0.000
 3.52, 3.29, 0.00,-0.000
 3.56, 3.30, 0.00,0.000
 3.52, 3.29, 0.00,0.000
 3.52, 3.29, 0.00,0.000
 3.52, 3.29,-0.10,-0.000
 3.52, 3.30, 0.00,0.000
 3.48, 3.30, 0.00,0.000
 3.51, 3.29, 0.00,0.000
 3.51, 3.29,-0.10,-0.000
 3.50, 3.29, 0.00,0.000
 3.51, 3.29, 0.00,0.000
 3.50, 3.29, 0.00,0.000
 3.51, 3.29,-0.10,0.000
 3.51, 3.29, 0.00,0.000
 3.50, 3.29, 0.00,0.000
 3.49, 3.29,-0.10,-0.000
 3.50, 3.29,-0.10,-0.000
 3.49, 3.30, 0.00,0.000
 3.49, 3.30, 0.00,-0.000
 3.50, 3.30,-0.10,0.000
 3.55, 3.29, 0.00,0.000
 3.49, 3.29, 0.00,0.000
 3.48, 3.29, 0.00,-0.000
 3.49, 3.29, 0.00,0.000
 3.49, 3.29, 0.00,0.000
 3.52, 3.29,-0.10,-0.000
 3.48, 3.30, 0.00,0.000
 3.47, 3.29, 0.00,0.000
 3.46, 3.29,-0.10,0.000
 3.47, 3.29, 0.00,0.000
 3.47, 3.29, 0.00,0.000
 3.47, 3.29, 0.00,0.000
 3.47, 3.29, 0.00,0.000
 3.48, 3.29, 0.00,0.000
 3.46, 3.29, 0.00,0.000
 3.46, 3.29, 0.00,0.000
 3.46, 3.29, 0.00,0.000
 3.49, 3.30, 0.00,0.000
 3.46, 3.30,-0.10,-0.000
 3.47, 3.29, 0.00,0.000
 3.49, 3.29, 0.00,0.000
 3.49, 3.30, 0.00,0.000
 3.45, 3.29, 0.00,0.000
 3.41, 3.29, 0.00,0.000
 3.44, 3.29, 0.00,0.000
 3.47, 3.29, 0.00,0.000
 3.43, 3.30, 0.00,0.000
 3.42, 3.29, 0.00,0.000
 3.43, 3.29, 0.00,0.000
 3.43, 3.29, 0.00,0.000
 3.43, 3.29,-0.10,-0.000
 3.46, 3.29, 0.00,0.000
 3.46, 3.30,-0.10,0.000
 3.40, 3.30, 0.00,0.000
 3.42, 3.29, 0.00,0.000
 3.47, 3.29, 0.00,0.000
 3.42, 3.29, 0.00,0.000
 3.41, 3.30, 0.00,0.000
 3.42, 3.29,-0.10,0.000
 3.42, 3.29, 0.00,0.000
 3.42, 3.29,-0.10,-0.000
 3.37, 3.30, 0.00,0.000
 3.41, 3.30, 0.00,0.000
 3.40, 3.29,-0.10,0.000
 3.40, 3.29, 0.00,0.000
 3.44, 3.29, 0.00,0.000
 3.41, 3.29, 0.00,0.000
 3.41, 3.29, 0.00,0.000
 3.42, 3.29, 0.00,0.000
 3.39, 3.29, 0.00,-0.000
 3.40, 3.29, 0.00,0.000
 3.42, 3.30,-0.10,0.000
 3.39, 3.29, 0.00,0.000
 3.39, 3.29,-0.10,0.000
 3.46, 3.29, 0.00,0.000
 3.39, 3.29, 0.00,0.000
 3.41, 3.29,-0.10,-0.000
 3.38, 3.30, 0.00,0.000
 3.35, 3.30, 0.00,0.000
 3.42, 3.29, 0.00,0.000
 3.42, 3.29, 0.00,0.000
 3.37, 3.29, 0.00,0.000
 3.38, 3.29, 0.00,0.000
 3.38, 3.30, 0.00,0.000
 3.41, 3.29, 0.00,0.000
 3.38, 3.29, 0.00,0.000
 3.41, 3.29, 0.00,-0.000
 3.37, 3.30, 0.00,0.000
 3.37, 3.30, 0.00,-0.000
 3.40, 3.29, 0.00,-0.000
 3.40, 3.30, 0.00,-0.000
 3.44, 3.29,-0.10,-0.000
 3.36, 3.29, 0.00,0.000
 3.36, 3.29, 0.00,0.000
 3.40, 3.29, 0.00,-0.000
 3.35, 3.30, 0.00,0.000
 3.36, 3.30, 0.00,0.000
 3.35, 3.29, 0.00,0.000
 3.42, 3.30, 0.00,0.000
 3.33, 3.29, 0.00,0.000
 3.34, 3.30, 0.00,0.000
 3.36, 3.30, 0.00,0.000
 3.35, 3.30,-0.10,-0.000
 3.39, 3.29, 0.00,0.000
 3.32, 3.29, 0.00,0.000
 3.38, 3.29,-0.10,-0.000
 3.39, 3.29,-0.10,-0.000
 3.35, 3.30, 0.00,0.000
 3.42, 3.30, 0.00,-0.000
 3.33, 3.29, 0.00,0.000
 3.32, 3.29, 0.00,0.000
 3.34, 3.29,-0.10,-0.000
 3.32, 3.29, 0.00,0.000
 3.33, 3.29,-0.10,0.000
 3.33, 3.29, 0.00,-0.000
 3.33, 3.29,-0.10,0.000
 3.33, 3.29, 0.00,0.000
 3.37, 3.29,-0.10,-0.000
 3.34, 3.29, 0.00,-0.000
 3.33, 3.29, 0.00,0.000
 3.32, 3.29, 0.00,0.000
 3.39, 3.30, 0.00,0.000
 3.35, 3.30,-0.10,-0.000
 3.29, 3.29, 0.00,0.000
 3.36, 3.30,-0.10,-0.000
 3.35, 3.29, 0.00,0.000
 3.35, 3.30, 0.00,0.000
 3.35, 3.29, 0.00,0.000
 3.31, 3.30, 0.00,0.000
 3.34, 3.30, 0.00,0.000
 3.32, 3.30, 0.00,-0.000
 3.31, 3.29, 0.00,0.000
 3.31, 3.29, 0.00,0.000
 3.31, 3.30, 0.00,0.000
 3.33, 3.29, 0.00,0.000
 3.31, 3.29, 0.00,-0.000
 3.30, 3.30, 0.00,0.000
 3.31, 3.29, 0.00,0.000
 3.30, 3.29, 0.00,0.000
 3.33, 3.30, 0.00,0.000
 3.30, 3.29, 0.00,0.000
 3.30, 3.29, 0.00,0.000
 3.28, 3.29, 0.00,0.000
 3.32, 3.29, 0.00,0.000
 3.29, 3.30, 0.00,0.000
 3.32, 3.30, 0.00,0.000
 3.29, 3.29, 0.00,0.000
 3.32, 3.29, 0.00,-0.000
 3.33, 3.30, 0.00,0.000
 3.31, 3.30, 0.00,0.000
 3.32, 3.30, 0.00,0.000
 3.29, 3.30,-0.10,0.000
 3.31, 3.29, 0.00,0.000
 3.29, 3.30, 0.00,-0.000
 3.35, 3.29, 0.00,-0.000
 3.27, 3.30, 0.00,0.000
 3.27, 3.29, 0.00,0.000
 3.27, 3.29, 0.00,0.000
 3.28, 3.29,-0.10,0.000
 3.24, 3.29, 0.00,0.000
 3.25, 3.29, 0.00,0.000
 3.27, 3.29, 0.00,0.000
 3.33, 3.29, 0.00,0.000
 3.25, 3.29, 0.00,0.000
 3.26, 3.30,-0.10,0.000
 3.29, 3.29,-0.10,-0.000
 3.26, 3.29,-0.10,0.000
 3.28, 3.29, 0.00,-0.000
 3.25, 3.29,-0.10,0.000
 3.26, 3.30, 0.00,0.000
 3.25, 3.30,-0.10,-0.000
 3.28, 3.29,-0.10,0.000
 3.26, 3.29,-0.10,-0.000
 3.25, 3.29, 0.10,0.000
 3.25, 3.30, 0.00,0.000
 3.29, 3.30, 0.00,0.000
 3.28, 3.29, 0.00,-0.000
 3.23, 3.29, 0.00,-0.000
 3.24, 3.29, 0.00,-0.000
 3.25, 3.30, 0.00,0.000
 3.23, 3.29, 0.00,0.000
 3.27, 3.29, 0.00,0.000
 3.26, 3.29,-0.10,-0.000
 3.23, 3.30, 0.00,-0.000
 3.23, 3.29, 0.00,0.000
 3.23, 3.29, 0.00,0.000
 3.30, 3.30, 0.00,0.000
 3.26, 3.29, 0.00,0.000
 3.25, 3.29, 0.00,0.000
 3.20, 3.29, 0.00,0.000
 3.23, 3.29, 0.00,-0.000
 3.21, 3.29,-0.10,-0.000
 3.27, 3.29, 0.00,0.000
 3.21, 3.29,-0.10,0.000
 3.25, 3.30, 0.00,0.000
 3.24, 3.30, 0.00,0.000
 3.26, 3.29,-0.10,0.000
 3.20, 3.29,-0.10,-0.000
 3.20, 3.29,-0.10,-0.000
 3.17, 3.29, 0.00,-0.000
 3.19, 3.30, 0.00,0.000
 3.19, 3.29, 0.00,0.000
 3.19, 3.29,-0.10,0.000
 3.18, 3.29, 0.00,0.000
 3.23, 3.30, 0.00,-0.000
 3.17, 3.29, 0.00,0.000
 3.20, 3.29, 0.00,-0.000
 3.16, 3.29, 0.00,0.000
 3.16, 3.29, 0.00,0.000
 3.17, 3.29, 0.00,0.000
 3.18, 3.29, 0.00,0.000
 3.15, 3.30, 0.00,0.000
 3.16, 3.29, 0.00,0.000
 3.14, 3.29, 0.00,0.000
 3.12, 3.29, 0.00,0.000
 3.14, 3.30, 0.00,-0.000
 3.10, 3.29, 0.00,-0.000
 3.10, 3.29,-0.10,-0.000
 3.14, 3.30, 0.00,0.000
 3.10, 3.29, 0.00,0.000
 3.08, 3.29, 0.00,0.000
 3.07, 3.29, 0.00,0.000
 3.06, 3.30, 0.00,0.000
 3.05, 3.30, 0.00,0.000
 3.04, 3.30, 0.00,0.000
 3.05, 3.29, 0.00,0.000
 3.05, 3.29,-0.10,0.000
 3.03, 3.29,-0.10,0.000
 3.00, 3.29,-0.10,0.000
 3.00, 3.29, 0.00,0.000
 2.98, 3.29, 0.00,0.000
 2.96, 3.29, 0.00,0.000
 2.96, 3.29, 0.00,-0.000
 2.96, 3.29, 0.00,0.000
 2.96, 3.29, 0.00,0.000
 2.93, 3.29,-0.10,-0.000
 2.91, 3.30, 0.00,0.000
 2.90, 3.29, 0.00,0.000
 2.92, 3.30,-0.10,-0.000
 2.88, 3.29,-0.10,-0.000
 2.87, 3.29, 0.00,0.000
 2.88, 3.29, 0.00,0.000
 2.84, 3.29, 0.00,0.000
 2.86, 3.30,-0.10,0.000
 2.83, 3.30, 0.00,0.000
 2.81, 3.30, 0.00,0.000
 2.78, 3.29,-0.10,-0.000
 2.77, 3.29, 0.00,0.000
 2.75, 3.29, 0.00,0.000
 2.72, 3.29, 0.00,0.000
 2.70, 3.30, 0.00,0.000
 2.69, 3.30, 0.00,0.000
 2.67, 3.30, 0.00,0.000
 2.65, 3.29, 0.00,0.000
 2.65, 3.30, 0.00,0.000
 2.64, 3.30, 0.00,0.000
 2.64, 3.29, 0.00,0.000
 2.61, 3.29, 0.00,0.000
 2.63, 3.29, 0.00,0.000
 2.59, 3.30, 0.00,0.000
 2.58, 3.29, 0.00,0.000
 2.57, 3.29,-0.10,0.000
 2.59, 3.29, 0.00,-0.000
 2.56, 3.29, 0.00,0.000
 2.55, 3.29,-0.10,-0.000
 2.53, 3.29, 0.00,0.000
 2.54, 3.29, 0.00,0.000
 2.52, 3.29, 0.00,0.000
 2.52, 3.29, 0.00,-0.000
 2.52, 3.29,-0.10,0.000
 2.58, 3.30, 0.00,0.000
 2.66, 3.29, 0.00,0.000
 2.70, 3.29, 0.00,-0.000
 2.58, 3.29, 0.00,0.000
 2.55, 3.29,-0.10,0.000
 2.57, 3.30, 0.00,0.000
 2.52, 3.29, 0.00,0.000
 0.71, 3.30, 0.00,0.000
 0.80, 3.24, 0.00,0.000
